TEST,Sentences,Sentiment
,"D'autres fonctionnent comme des marqueurs identitaires, c'est-à-dire des indices linguistiques de l'appartenance de groupe (famille, groupes d'amis, voisinage, à composante plus ou moins mélangée) tandis que d'autres relèvent des processus d'acquisition de certaines structures ou formes propres à la référence scolaire du français, qui peut rester encore étrangère à certains jeunes (exclus du système scolaire ou nouveaux arrivants).",5
,"Ainsi, dans l'espace de socialisation temporaire que représente le centre de formation, nous voyons apparaître des formes de convergence linguistique qui identifient des statuts et des positionnements, ainsi que des déplacements discursifs vers d'autres modes de convergence.",5
,"L'échange, c'est-à-dire l'interaction verbale, se présente comme une co-construction constitutive de la dynamique du groupe ; c'est en tenant compte des interlocuteurs et de la façon dont ils se positionnent les uns vis-à-vis des autres, selon les objets et les enjeux des interactions, que l'on envisage d'analyser tant la variation des usages en présence que l'hétérogénéité constitutive du dire, dans cet espace.",5
,"Entre ceux qui ne jurent que par l'introduction de l'informatique dans l'enseignement obligatoire, et ceux qui ont peur que l'on veuille transformer le primaire en une grande école d'informatique, il existe pourtant des pistes pour initier les enseignants et favoriser un passage du périscolaire au scolaire, sans avoir à attendre une réforme du socle commun qui prendra des années.",5
,"L'idée était de stimuler chez les élèves l'esprit scientifique et les capacités d'expression, de favoriser leur compréhension du monde, et de leur permettre de mieux jouer leur rôle de citoyen en proposant des projets pédagogiques orientés vers des questions de société (éducation à la santé, au développement durable ...) avec pour objectif que chacun de ces projets touche en moyenne 10'000 classes.",5
,"Un enseignement fondé sur l'expérimentation et la pratique, des objectifs d'apprentissage transversaux, des actions tournées en priorité vers la formation continue des enseignants, menées en collaboration avec la communauté scientifique et professionnelle : le travail de défrichage réalisé par la fondation dans le domaine des sciences pourrait s'appliquer parfaitement à la problématique de l'enseignement de la culture informatique.",5
,"Du fait de la progression démographique et du développement des classes moyennes dans le monde, les systèmes éducatifs vont devoir former, d'ici à 2050, autant d'étudiants que durant toute l'histoire de l'humanité réunie car d'ici là, ""l'infosphère"" continuera son expansion vertigineuse ; la masse de connaissances double déjà tous les deux ans.",5
,"Pour de multiples raisons, l'éducation s'est focalisée sur la spécialisation ; or la grande majorité des jeunes n'auront pas ""un"" mais ""des"" emplois tout au long de leur vie, surtout si l'on considère l'accélération des technologies et le fait que les enfants qui terminent leurs études maintenant ne seront à la retraite qu'après 2070.",5
,"Le père de l’enfant s’en était allé six mois auparavant, victime de la fièvre : Guido Volkbein, Juif d’ascendance italienne, avait été à la fois un gourmet et un dandy, qui n’apparaissait jamais en public sans que le ruban de quelque distinction parfaitement inconnue ne teintât sa boutonnière d’un filet discret.",5
,"Petit, replet et hautainement timide, il avait un ventre légèrement proéminent, dont le surplomb offrait une pente ascendante qui mettait en évidence les boutons de son gilet et de son pantalon, marquant le milieu exact de son corps de cette ligne obstétrique que l’on voit sur les fruits : l’arc qui est l’inévitable rançon de pesantes tournées de bourgogne, de schlagsahne et de bière.",5
,"Il avait marché brûlant, imprudent et damné, ses paupières frémissant sur ses épaisses prunelles, noires de la douleur d’une participation qui devait, quatre siècles plus tard, faire de lui une victime lorsqu’il sentit dans sa propre gorge l’écho du cri qui avait couru jadis sur la Piazza Montanara : « Roba Vecchia ! » – la dégradation au prix de laquelle les siens avaient survécu.",5
,"Sans enfants à cinquante-neuf ans, Guido avait, de son propre cœur, préparé pour son enfant à venir un cœur modelé sur sa propre préoccupation : l’hommage sans remords à la noblesse, la génuflexion que fait par contraction musculaire le corps pourchassé en s’affalant devant ce qui est imminent et inaccessible comme devant une grande chaleur.",5
,"Il avait adopté le signe de la croix ; il s’était dit un Autrichien d’une lignée ancienne presque éteinte, exhibant, pour étayer son histoire, les preuves les plus stupéfiantes et les plus inadéquates : des armes auxquelles il n’avait aucun droit et une liste d’ancêtres (prénoms chrétiens compris) qui n’avaient jamais existé.",5
,"C’est alors qu’on le voyait, se promenant sur le Prater, porter dans un poing ostensiblement serré l’exquis mouchoir de lin jaune et noir qui évoquait à grands cris l’ordonnance de 1468 promulguée par un certain Pietro Barbo et exigeant que, la corde au cou, la race de Guido courût sur le Corso pour l’amusement de la populace chrétienne, cependant que les dames de noble naissance, assises sur des colonnes vertébrales trop raffinées pour se détendre, se levaient de leurs sièges et, en compagnie des cardinaux à robe rouge et des monsignori, applaudissaient avec l’abandon froid mais hystérique d’un peuple qui est tout ensemble injuste et heureux – le pape lui-même étant précipité de sa prise sur le ciel par le rire d’un homme qui renonce à ses anges pour récupérer la bête.",5
,"Confronté avec rien de pire qu’un général en cuir crissant et ces mouvements légèrement percutants qui sont communs aux personnages militaires, lesquels semblent aspirer l’air au- dedans, sentent la poudre à canon et la chair de cheval, et, bien que léthargiques, ont l’air prêts à participer à une guerre encore indéterminée (type d’hommes pour lequel Hedwige s’était senti beaucoup d’inclination), Guido avait été secoué d’un tremblement invisible.",5
,"Tôt dans l’année 1880, en dépit d’un doute bien fondé sur la judiciosité de perpétuer cette race qui a la sanction du Seigneur et la désapprobation des hommes, Hedwige Volkbein – femme viennoise de grande force et militairement belle, étendue sur un lit à baldaquin d’un riche cramoisi spectaculaire au lambrequin marqué des ailes bifurquées de la Maison de Habsbourg, l’enveloppe de satin du couvrelit de plumes portant en fils d’or massif et terni les armes des Volkbein – donna naissance, à l’âge de quarante-cinq ans, à un enfant unique, un fils, sept jours après que son médecin lui eut prédit qu’elle entrerait en travail.",5
,"Il n'était pas populaire, bien que le crédit posthume conféré à son père suscitât chez ses accointances le regard particulier, semi-circulaire, de ceux qui, ne voulant pas congratuler sur un pied d'égalité terrestre, accordent néanmoins à la branche en vie (à cause de la mort et de sa sanction) une légère inclinaison de tête, en pardon réminiscent d'une crainte future - salut qui nous est très habituel en présence de ce peuple.",5
,"Les longues salles rococo, étourdissantes de peluche et de volutes d'or, étaient peuplées de fragments romains, blancs et dissociés : une jambe de coureur, la tête glacée à demi détournée d'une matrone frappée au sein, dont les prunelles aveugles et hardies recevaient une pupille de toute ombre fugitive, en sorte que ce qu'elles regardaient était un acte de soleil.",5
,"D’abord, ils furent séduits par un arrangement compliqué : en haut, des parapluies, posés obliquement, semblaient mettre un toit de cabane rustique ; dessous, des bas de soie, pendus à des tringles, montraient des profils arrondis de mollets, les uns semés de bouquets de roses, les autres de toutes nuances, les noirs à jour, les rouges à coins brodés, les chairs dont le grain satiné avait la douceur d’une peau de blonde ; enfin, sur le drap de l’étagère, des gants étaient jetés symétriquement, avec leurs doigts allongés, leur paume étroite de vierge byzantine, cette grâce raidie et comme adolescente des chiffons de femme qui n’ont pas été portés.",5
,"Une exposition de soies, de satins et de velours, y épanouissait, dans une gamme souple et vibrante, les tons les plus délicats des fleurs : au sommet, les velours, d’un noir profond, d’un blanc de lait caillé ; plus bas, les satins, les roses, les bleus, aux cassures vives, se décolorant en pâleurs d’une tendresse infinie ; plus bas encore, les soies, toute l’écharpe de l’arc-en-ciel, des pièces retroussées en coques, plissées comme autour d’une taille qui se cambre, devenues vivantes sous les doigts savants des commis ; et, entre chaque motif, entre chaque phrase colorée de l’étalage, courait un accompagnement discret, un léger cordon bouillonné de foulard crème.",5
,"Au fond, une grande écharpe en dentelle de Bruges, d’un prix considérable, élargissait un voile d’autel, deux ailes déployées, d’une blancheur rousse ; des volants de point d’alençon se trouvaient jetés en guirlandes ; puis, c’était, à pleines mains, un ruissellement de toutes les dentelles, les marines, les valenciennes, les applications de Bruxelles, les points de Venise, comme une tombée de neige.",5
,"La gorge ronde des mannequins gonflait l’étoffe, les hanches fortes exagéraient la finesse de la taille, la tête absente était remplacée par une grande étiquette, piquée avec une épingle dans le molleton rouge du col ; tandis que les glaces, aux deux côtés de la vitrine, par un jeu calculé, les reflétaient et les multipliaient sans fin, peuplaient la rue de ces belles femmes à vendre, et qui portaient des prix en gros chiffres, à la place des têtes.",5
,"Lorsque leur père était mort, emporté par la même fièvre qui avait pris leur mère, un mois auparavant, l’oncle Baudu, dans l’émotion de ce double deuil, avait bien écrit à sa nièce qu’il y aurait toujours chez lui une place pour elle, le jour où elle voudrait tenter la fortune à Paris ; mais cette lettre remontait déjà à près d’une année, et la jeune fille se repentait maintenant d’avoir ainsi quitté Valognes, en un coup de tête, sans avertir son oncle.",5
,"Ce qu’elle gagnait chez Cornaille ne suffisait point à les nourrir tous les trois. Jean travaillait bien chez un ébéniste, un réparateur de meubles anciens ; mais il ne touchait pas un sou. Pourtant, il prenait goût aux vieilleries, il taillait des figures dans du bois ; même, un jour, ayant découvert un morceau d’ivoire, il s’était amusé à faire une tête, qu’un monsieur de passage avait vue ; et justement, c’était ce monsieur qui les avait décidés à quitter Valognes, en trouvant à Paris une place pour Jean, chez un ivoirier.",5
,"Ce qu’elle taisait, c’était l’escapade amoureuse de Jean, des lettres écrites à une fillette noble de la ville, des baisers échangés pardessus un mur, tout un scandale qui l’avait déterminée au départ ; et elle accompagnait surtout son frère à Paris pour veiller sur lui, prise de terreurs maternelles, devant ce grand enfant si beau et si gai, que toutes les femmes adoraient.",5
,"Le fondateur, Aristide Finet, avait donné sa fille Désirée à son premier commis Hauchecorne ; lui, Baudu, débarqué rue de la Michodière avec sept francs dans sa poche, avait épousé la fille du père Hauchecorne, Élisabeth ; et il entendait à son tour céder sa fille Geneviève et la maison à Colomban, dès que les affaires reprendraient. S’il retardait ainsi un mariage décidé depuis trois ans, c’était par un scrupule, un entêtement de probité : il avait reçu la maison prospère, il ne voulait point la passer aux mains d’un gendre, avec une clientèle moindre et des opérations douteuses.",5
,"Et les étoffes vivaient, dans cette passion du trottoir : les dentelles avaient un frisson, retombaient et cachaient les profondeurs du magasin, d’un air troublant de mystère ; les pièces de drap elles-mêmes, épaisses et carrées, respiraient, soufflaient une haleine tentatrice ; tandis que les paletots se cambraient davantage sur les mannequins qui prenaient une âme, et que le grand manteau de velours se gonflait, souple et tiède, comme sur des épaules de chair, avec les battements de la gorge et le frémissement des reins. ",5
,"Un garçon tombé du Midi à Paris, avec l’audace aimable d’un aventurier et, dès le lendemain, des histoires de femme, une continuelle exploitation de la femme, le scandale d’un flagrant délit, dont le quartier parlait encore ; puis, la conquête brusque et inexplicable de Mme Hédouin, qui lui avait apporté le Bonheur des dames.",5
,"Je me demandais quelle heure il pouvait être ; j’entendais le sifflement des trains qui, plus ou moins éloigné, comme le chant d’un oiseau dans une forêt, relevant les distances, me décrivait l’étendue de la campagne déserte où le voyageur se hâte vers la station prochaine ; et le petit chemin qu’il suit va être gravé dans son souvenir par l’excitation qu’il doit à des lieux nouveaux, à des actes inaccoutumés, à la causerie récente et aux adieux sous la lampe étrangère qui le suivent encore dans le silence de la nuit, à la douceur prochaine du retour.",5
,"Mais il suffisait que, dans mon lit même, mon sommeil fût profond et détendît entièrement mon esprit ; alors celui-ci lâchait le plan du lieu où je m’étais endormi, et quand je m’éveillais au milieu de la nuit, comme j’ignorais où je me trouvais, je ne savais même pas au premier instant qui j’étais ; j’avais seulement dans sa simplicité première le sentiment de l’existence comme il peut frémir au fond d’un animal ; j’étais plus dénué que l’homme des cavernes ; mais alors le souvenir – non encore du lieu où j’étais, mais de quelques-uns de ceux que j’avais habités et où j’aurais pu être – venait à moi comme un secours d’en haut pour me tirer du néant d’où je n’aurais pu sortir tout seul ; je passais en une seconde par-dessus des siècles de civilisation, et l’image confusément entrevue de lampes à pétrole, puis de chemises à col rabattu, recomposait peu à peu les traits originaux de mon moi ",5
,"Toujours est-il que, quand je me réveillais ainsi, mon esprit s’agitant pour chercher, sans y réussir, à savoir où j’étais, tout tournait autour de moi dans l’obscurité, les choses, les pays, les années. Mon corps, trop engourdi pour remuer, cherchait, d’après la forme de sa fatigue, à repérer la position de ses membres pour en induire la direction du mur, la place des meubles, pour reconstruire et pour nommer la demeure où il se trouvait.",5
,"Mon côté ankylosé, cherchant à deviner son orientation, s’imaginait, par exemple, allongé face au mur dans un grand lit à baldaquin, et aussitôt je me disais : « Tiens, j’ai fini par m’endormir quoique maman ne soit pas venue me dire bonsoir », j’étais à la campagne chez mon grand-père, mort depuis bien des années ; et mon corps, le côté sur lequel je me reposais, gardiens fidèles d’un passé que mon esprit n’aurait jamais dû oublier, me rappelaient la flamme de la veilleuse de verre de Bohême, en forme d’urne, suspendue au plafond par des chaînettes, la cheminée en marbre de Sienne, dans ma chambre à coucher de Combray, chez mes grands-parents, en des jours lointains qu’en ce moment je me figurais actuels sans me les représenter exactement, et que je reverrais mieux tout à l’heure quand je serais tout à fait éveillé.",5
,"Mais j’avais beau savoir que je n’étais pas dans les demeures dont l’ignorance du réveil m’avait en un instant sinon présenté l’image distincte, du moins fait croire la présence possible, le branle était donné à ma mémoire ; généralement je ne cherchais pas à me rendormir tout de suite ; je passais la plus grande partie de la nuit à me rappeler notre vie d’autrefois, à Combray chez ma grand’tante, à Balbec, à Paris, à Doncières, à Venise, ailleurs encore, à me rappeler les lieux, les personnes que j’y avais connues, ce que j’avais vu d’elles, ce qu’on m’en avait raconté.",5
,"Le corps de Golo lui-même, d’une essence aussi surnaturelle que celui de sa monture, s’arrangeait de tout obstacle matériel, de tout objet gênant qu’il rencontrait en le prenant comme ossature et en se le rendant intérieur, fût-ce le bouton de la porte sur lequel s’adaptait aussitôt et surnageait invinciblement sa robe rouge ou sa figure pâle toujours aussi noble et aussi mélancolique, mais qui ne laissait paraître aucun trouble de cette transvertébration.",5
,"Et dès qu’on sonnait le dîner, j’avais hâte de courir à la salle à manger, où la grosse lampe de la suspension, ignorante de Golo et de Barbe-Bleue, et qui connaissait mes parents et le bœuf à la casserole, donnait sa lumière de tous les soirs, et de tomber dans les bras de maman que les malheurs de Geneviève de Brabant me rendaient plus chère, tandis que les crimes de Golo me faisaient examiner ma propre conscience avec plus de scrupules.",5
,"Elle disait : « Enfin, on respire ! » et parcourait les allées détrempées – trop symétriquement alignées à son gré par le nouveau jardinier dépourvu du sentiment de la nature et auquel mon père avait demandé depuis le matin si le temps s’arrangerait – de son petit pas enthousiaste et saccadé, réglé sur les mouvements divers qu’excitaient dans son âme l’ivresse de l’orage, la puissance de l’hygiène, la stupidité de mon éducation et la symétrie des jardins, plutôt que sur le désir inconnu d’elle d’éviter à sa jupe prune les taches de boue sous lesquelles elle disparaissait jusqu’à une hauteur qui était toujours pour sa femme de chambre un désespoir et un problème.",5
,"Mais dès que j’entendais : « Bathilde, viens donc empêcher ton mari de boire du cognac ! » déjà homme par la lâcheté, je faisais ce que nous faisons tous, une fois que nous sommes grands, quand il y a devant nous des souffrances et des injustices : je ne voulais pas les voir ; je montais sangloter tout en haut de la maison à côté de la salle d’études, sous les toits, dans une petite pièce sentant l’iris, et que parfumait aussi un cassis sauvage poussé au dehors entre les pierres de la muraille et qui passait une branche de fleurs par la fenêtre entr’ouverte.",5
,"Quelquefois quand, après m’avoir embrassé, elle ouvrait la porte pour partir, je voulais la rappeler, lui dire « embrasse-moi une fois encore », mais je savais qu’aussitôt elle aurait son visage fâché, car la concession qu’elle faisait à ma tristesse et à mon agitation en montant m’embrasser, en m’apportant ce baiser de paix, agaçait mon père qui trouvait ces rites absurdes, et elle eût voulu tâcher de m’en faire perdre le besoin, l’habitude, bien loin de me laisser prendre celle de lui demander, quand elle était déjà sur le pas de la porte, un baiser de plus.",5
,"Ovoïde et renflée de baleines, elle commençait par trois boudins circulaires ; puis s’alternaient, séparés par une bande rouge, des losanges de velours et de poils de lapin ; venait ensuite une façon de sac qui se terminait par un polygone cartonné, couvert d’une broderie en soutache compliquée, et d’où pendait, au bout d’un long cordon trop mince, un petit croisillon de fils d’or, en manière de gland.",5
,"Mais, comme il ne s’entendait guère plus en culture qu’en indienne, qu’il montait ses chevaux au lieu de les envoyer au labour, buvait son cidre en bouteilles au lieu de le vendre en barriques, mangeait les plus belles volailles de sa cour et graissait ses souliers de chasse avec le lard de ses cochons, il ne tarda point à s’apercevoir qu’il valait mieux planter là toute spéculation.",5
,"Moyennant deux cents francs par an, il trouva donc à louer dans un village, sur les confins du pays de Caux et de la Picardie, une sorte de logis moitié ferme, moitié maison de maître ; et, chagrin, rongé de regrets, accusant le ciel, jaloux contre tout le monde, il s’enferma dès l’âge de quarante-cinq ans, dégoûté des hommes, disait-il, et décidé à vivre en paix.",5
,"Elle allait chez les avoués, chez le président, se rappelait l’échéance des billets, obtenait des retards ; et, à la maison, repassait, cousait, blanchissait, surveillait les ouvriers, soldait les mémoires, tandis que, sans s’inquiéter de rien, Monsieur, continuellement engourdi dans une somnolence boudeuse dont il ne se réveillait que pour lui dire des choses désobligeantes, restait à fumer au coin du feu, en crachant dans les cendres.",5
,"La pelle, les pincettes et le bec du soufflet, tous de proportion colossale, brillaient comme de l’acier poli, tandis que le long des murs s’étendait une abondante batterie de cuisine, où miroitait inégalement la flamme claire du foyer, jointe aux premières lueurs du soleil arrivant par les carreaux.",5
,"Ses cheveux, dont les deux bandeaux noirs semblaient chacun d’un seul morceau, tant ils étaient lisses, étaient séparés sur le milieu de la tête par une raie fine, qui s’enfonçait légèrement selon la courbe du crâne ; et, laissant voir à peine le bout de l’oreille, ils allaient se confondre par derrière en un chignon abondant, avec un mouvement ondé vers les tempes, que le médecin de campagne remarqua là pour la première fois de sa vie. ",5
,"Les conviés arrivèrent de bonne heure dans des voitures, carrioles à un cheval, chars à bancs à deux roues, vieux cabriolets sans capote, tapissières à rideaux de cuir, et les jeunes gens des villages les plus voisins dans des charrettes où ils se tenaient debout, en rang, les mains appuyées sur les ridelles pour ne pas tomber, allant au trot et secoués dur.",5
,"Les gamins, vêtus pareillement à leurs papas, semblaient incommodés par leurs habits neufs (beaucoup même étrennèrent ce jour-là la première paire de bottes de leur existence), et l’on voyait à côté d’eux, ne soufflant mot dans la robe blanche de sa première communion rallongée pour la circonstance, quelque grande fillette de quatorze ou seize ans, leur cousine ou leur sœur aînée sans doute, rougeaude, ahurie, les cheveux gras de pommade à la rose, et ayant bien peur de salir ses gants.",5
,"Suivant leur position sociale différente, ils avaient des habits, des redingotes, des vestes, des habitsvestes : – bons habits, entourés de toute la considération d’une famille, et qui ne sortaient de l’armoire que pour les solennités ; redingotes à grandes basques flottant au vent, à collet cylindrique, à poches larges comme des sacs ; vestes de gros drap, qui accompagnaient ordinairement quelque casquette cerclée de cuivre à sa visière ; habits-vestes très courts, ayant dans le dos deux boutons rapprochés comme une paire d’yeux, et dont les pans semblaient avoir été coupés à même un seul bloc, par la hache du charpentier.",5
,"Tout le monde était tondu à neuf, les oreilles s’écartaient des têtes, on était rasé de près ; quelques-uns même qui s’étaient levés dès avant l’aube, n’ayant pas vu clair à se faire la barbe, avaient des balafres en diagonale sous le nez, ou, le long des mâchoires, des pelures d’épiderme larges comme des écus de trois francs, et qu’avait enflammées le grand air pendant la route, ce qui marbrait un peu de plaques roses toutes ces grosses faces blanches épanouies.",5
,"Mon côté ankylosé, cherchant à deviner son orientation, s'imaginait, par exemple, allongé face au mur dans un grand lit à baldaquin, et aussitôt je me disais : ""Tiens, j'ai fini par m'endormir quoique maman ne soit pas venue me dire bonsoir"", j'étais à la campagne chez mon grand?père, mort depuis bien des années ; et mon corps, le côté sur lequel je reposais, gardiens fidèles d'un passé que mon esprit n'aurait jamais dû oublier, me rappelaient la flamme de la veilleuse de verre de Bohême, en forme d'urne, suspendue au plafond par des chaînettes, la cheminée en marbre de Sienne, dans ma chambre à coucher de Combray, chez mes grands?parents, en des jours lointains qu'en ce moment je me figurais actuels sans me les représenter exactement, et que je reverrais mieux tout à l'heure quand je serais tout à fait éveillé.",5
,"Je ne savais pas que, bien plus tristement que les petits écarts de régime de son mari, mon manque de volonté, ma santé délicate, l'incertitude qu'ils projetaient sur mon avenir, préoccupaient ma grand'mère au cours de ces déambulations incessantes de l'après?midi et du soir, où on voyait passer et repasser, obliquement levé vers le ciel, son beau visage aux joues brunes et sillonnées, devenues au retour de l'âge presque mauves comme les labours à l'automne, barrées, si elle sortait, par une voilette à demi relevée, et sur lesquelles, amené là par le froid ou quelque triste pensée, était toujours en train de sécher un pleur involontaire.",5
,"Mais on savait bien que cela ne pouvait être que M. Swann ; ma grand'tante parlant à haute voix, pour prêcher d'exemple, sur un ton qu'elle s'efforçait de rendre naturel, disait de ne pas chuchoter ainsi ; que rien n'est plus désobligeant pour une personne qui arrive et à qui cela fait croire qu'on est en train de dire des choses qu'elle ne doit pas entendre ; et on envoyait en éclaireur ma grand'mère, toujours heureuse d'avoir un prétexte pour faire un tour de jardin de plus, et qui en profitait pour arracher subrepticement au passage quelques tuteurs de rosiers afin de rendre aux roses un peu de naturel, comme une mère qui, pour les faire bouffer, passe la main dans les cheveux de son fils que le coiffeur a trop aplatis.",5
,"L'enveloppe corporelle de notre ami en avait été si bien bourrée, ainsi que de quelques souvenirs relatifs à ses parents, que ce Swann?là était devenu un être complet et vivant, et que j'ai l'impression de quitter une personne pour aller vers une autre qui en est distincte, quand, dans ma mémoire, du Swann que j'ai connu plus tard avec exactitude, je passe à ce premier Swann ? à ce premier Swann dans lequel je retrouve les erreurs charmantes de ma jeunesse et qui d'ailleurs ressemble moins à l'autre qu'aux personnes que j'ai connues à la même époque, comme s'il en était de notre vie ainsi que d'un musée où tous les portraits d'un même temps ont un air de famille, une même tonalité ? à ce premier Swann rempli de loisir, parfumé par l'odeur du grand marronnier, des paniers de framboises et d'un brin d'estragon.",5
,"Je dînais avant tout le monde et je venais ensuite m'asseoir à table, jusqu'à huit heures où il était convenu que je devais monter ; ce baiser précieux et fragile que maman me confiait d'habitude dans mon lit au moment de m'endormir, il me fallait le transporter de la salle à manger dans ma chambre et le garder pendant tout le temps que je me déshabillais, sans que se brisât sa douceur, sans que se répandît et s'évaporât sa vertu volatile, et, justement ces soirs?là où j'aurais eu besoin de le recevoir avec plus de précaution, il fallait que je le prisse, que je le dérobasse brusquement, publiquement, sans même avoir le temps et la liberté d'esprit nécessaires pour porter à ce que je faisais cette attention des maniaques qui s'efforcent de ne pas penser à autre chose pendant qu'ils ferment une porte, pour pouvoir, quand l'incertitude maladive leur revient, lui opposer victorieusement le souvenir du moment où ils l'ont fermée.",5
,"Ce code, si l'on en jugeait par l'entêtement soudain qu'elle mettait à ne pas vouloir faire certaines commissions que nous lui donnions, semblait avoir prévu des complexités sociales et des raffinements mondains tels que rien dans l'entourage de Françoise et dans sa vie de domestique de village n'avait pu les lui suggérer ; et l'on était obligé de se dire qu'il y avait en elle un passé français très ancien, noble et mal compris, comme dans ces cités manufacturières où de vieux hôtels témoignent qu'il y eut jadis une vie de cour, et où les ouvriers d'une usine de produits chimiques travaillent au milieu de délicates sculptures qui représentent le miracle de saint Théophile ou les quatre fils Aymon.",5
,"C'est ainsi que, pendant longtemps, quand, réveillé la nuit, je me ressouvenais de Combray, je n'en revis jamais que cette sorte de pan lumineux, découpé au milieu d'indistinctes ténèbres, pareil à ceux que l'embrasement d'un feu de Bengale ou quelque projection électrique éclairent et sectionnent dans un édifice dont les autres parties restent plongées dans la nuit : à la base assez large, le petit salon, la salle à manger, l'amorce de l'allée obscure par où arriverait M. Swann, l'auteur inconscient de mes tristesses, le vestibule où je m'acheminais vers la première marche de l'escalier, si cruel à monter, qui constituait à lui seul le tronc fort étroit de cette pyramide irrégulière ; et, au faîte, ma chambre à coucher avec le petit couloir à porte vitrée pour l'entrée de maman ; en un mot, toujours vu à la même heure, isolé de tout ce qu'il pouvait y avoir autour, se détachant seul sur l'obscurité, le décor strictement nécessaire (comme celui qu'on voit indiqué en tête des vieilles pièces pour les représentations en province) au drame de mon déshabillage ; comme si Combray n'avait consisté qu'en deux étages reliés par un mince escalier et comme s'il n'y avait jamais été que sept heures du soir.",5
,"C'étaient de ces chambres de province qui ? de même qu'en certains pays des parties entières de l'air ou de la mer sont illuminées ou parfumées par des myriades de protozoaires que nous ne voyons pas ? nous enchantent des mille odeurs qu'y dégagent les vertus, la sagesse, les habitudes, toute une vie secrète, invisible, surabondante et morale que l'atmosphère y tient en suspens ; odeurs naturelles encore, certes, et couleur du temps comme celles de la campagne voisine, mais déjà casanières, humaines et renfermées, gelée exquise, industrieuse et limpide de tous les fruits de l'année qui ont quitté le verger pour l'armoire ; saisonnières, mais mobilières et domestiques, corrigeant le piquant de la gelée blanche par la douceur du pain chaud, oisives et ponctuelles comme une horloge de village, flâneuses et rangées, insoucieuses et prévoyantes, lingères, matinales, dévotes, heureuses d'une paix qui n'apporte qu'un surcroît d'anxiété et d'un prosaïsme qui sert de grand réservoir de poésie à celui qui les traverse sans y avoir vécu.",5
,"Elle ne parlait jamais qu'assez bas parce qu'elle croyait avoir dans la tête quelque chose de cassé et de flottant qu'elle eût déplacé en parlant trop fort, mais elle ne restait jamais longtemps, même seule, sans dire quelque chose, parce qu'elle croyait que c'était salutaire pour sa gorge et qu'en empêchant le sang de s'y arrêter, cela rendrait moins fréquents les étouffements et les angoisses dont elle souffrait ; puis, dans l'inertie absolue où elle vivait, elle prêtait à ses moindres sensations une importance extraordinaire ; elle les douait d'une motilité qui lui rendait difficile de les garder pour elle, et à défaut de confident à qui les communiquer, elle se les annonçait à elle?même, en un perpétuel monologue qui était sa seule forme d'activité.",5
,"Il y en avait un qui était un haut compartiment divisé en une centaine de petits vitraux rectangulaires où dominait le bleu, comme un grand jeu de cartes pareil à ceux qui devaient distraire le roi Charles vi ; mais soit qu'un rayon eût brillé, soit que mon regard en bougeant eût promené à travers la verrière, tour à tour éteinte et rallumée, un mouvant et précieux incendie, l'instant d'après elle avait pris l'éclat changeant d'une traîne de paon, puis elle tremblait et ondulait en une pluie flamboyante et fantastique qui dégouttait du haut de la voûte sombre et rocheuse, le long des parois humides, comme si c'était dans la nef de quelque grotte irisée de sinueuses stalactites que je suivais mes parents, qui portaient leur paroissien ; un instant après les petits vitraux en losange avaient pris la transparence profonde, l'infrangible dureté de saphirs qui eussent été juxtaposés sur quelque immense pectoral, mais derrière lesquels on sentait plus aimé que toutes ces richesses, un sourire momentané de soleil ; il était aussi reconnaissable dans le flot bleu et doux dont il baignait les pierreries que sur le pavé de la place ou la paille du marché ; et, même à nos premiers dimanches quand nous étions arrivés avant pâques, il me consolait que la terre fût encore nue et noire, en faisant épanouir, comme en un printemps historique et qui datait des successeurs de saint Louis, ce tapis éblouissant et doré de myosotis en verre.",5
,"Et dans cette ville inerte, cette foule criarde si étonnamment passée à côté de son cri comme cette ville à côté de son mouvement, de son sens, sans inquiétude, à côté de son vrai cri, le seul qu'on eût voulu l'entendre crier parce qu'on le sent sien lui seul ; parce qu'on le sent habiter en elle dans quelque refuge profond d'ombre et d'orgueil, dans cette ville inerte, cette foule à côté de son cri de faim, de misère, de révolte, de haine, cette foule si étrangement bavarde et muette.",5
,"Au bout du petit matin, l'échouage hétéroclite, les puanteurs exacerbées de la corruption, les sodomies monstrueuses de l'hostie et du victimaire, les coltis infranchissables du préjugé et de la sottise, les prostitutions, les hypocrisies, les lubricités, les trahisons, les mensonges, les faux, les concussions --- l'essoufflement des lâchetés insuffisantes, l'enthousiasme sans ahan aux poussis surnuméraires, les avidités, les hystéries, les perversions, les arlequinades de la misère, les estropiements, les prurits, les urticaires, les hamacs tièdes de la dégénérescence. Ici la parade des risibles et scrofuleux bubons, les poutures de microbes très étranges, le poisons sans alexitère connu, les sanies de plaies bien antiques, les fermentations imprévisibles d'espèces putrescibles.",5
,"Et cette joie ancienne m'apportant la connaissance de ma présente misère, une route bossuée qui pique une tête dans un creux où elle éparpille quelque cases ; une route infatigable qui charge à fond de train un morne en haut duquel elle s'enlise brutalement dans une mare de maisons pataudes, une route follement montant, témérairement descendante, et la carcasse de bois comiquement juchée sur de minuscules pattes de ciment que j'appelle « notre maison », sa coiffure de tôle ondulant au soleil comme un peau qui sèche, la salle à manger, le plancher grossier où luisent de têtes de clous, les solives de sapin et d'ombre qui courent au plafond, les chaises de paille fantomales, la lumière grise de la lampe, celle vernissée et rapide des cancrelats qui bourdonne à faire mal ... ",5
